ичIи авун;опорожнять, опустошать
ичIи гъил;голяк, бедняк
ичIи гъилди;ни с чем, с пустыми руками
ичIи рикIелай;натощак
ичIи хьун;опорожняться, пустеть
ичIи жибинар;пустые карманы
ичIи руфун;пустой желудок
ичIи шуьше;пустая бутылка
ичIи кьил;пустая башка
руш ичIи вичин диде я;девушка очень похожа на свою мать
къеневайбур ичIирун;высказаться вволю
няналди вагонар ичIирна кIанзава;до вечера нужно опорожнять вагоны
ада зи жибинар ичIирна;оп опустошил мои карманы
къванцицIивин ичIирун регьят кIвалах туш;выгружать каменный уголь - работа не из легких
юкьвалди туна, амайди ичIира;половину оставь, остальное высыпай
гъуьр шешелдай кIатIаз ичIирна;пересыпал муку из мешка в ларь
арифдиз ишара бес я;для мудреца достаточно намёка
ишара авун;подавать сигнал
ишара авун;делать жест
ишарадин тIуб;указательный палец
гъилин ишарадалди;жестом руки
сирлу ишараяр;тайные знаки
ише фин;быть ходовым о товаре
ише фидай мал;ходовой товар
ише фидай мал;<перен.> иметь вес, значение, силу, ценность
зи гафар ише фенач;мои слова не воздействовали
ишелар авун;плакать, заливаться слезами
ишелар авун;оплакивать покойника, причитать
аялдин ишел;плач ребёнка
ишел атун;заплакать
галачир ишелар авун;имитировать плач
ишигъ гун;светить, сиять
ишигъ гун;освещать
ракъинин ишигъ;луч солнца
ишигъ авачир мичI;беспросветная тьма
зи вилерин ишигъ;свет очей моих
вилерин ишигъ тухудай экв;ослепительный свет
ишигълаван авун;светить
ишигълаван авун;освещать
ишигълаван авун;делать светлым
ишигълаван хьун;сиять, становиться светлым, ярким
ишигълаван хьун;наполняться светом
ишигълу авун;освещать
ишигълу къамат;светлый образ
ишигълу хьун;сиять, освещаться
заз ам садра са ишилти акур кас я;я его однажды видел мельком
ви ктабдай чIуквар ишлемишайтIа жедани?;можно использовать отрывки из твоей книги? {маса чIаларай къачур гафар пара ишлемишуни чи рахунар харчи ийизва} чрезмерное употребление слов из других языков засоряет нашу речь
цайи къелемри вирида ишлемишна;посаженные саженцы все прижились и пошли в рост
цIи чIижери хъсандиз ишлемишзава;в этом году пчёлы хорошо работают
иштагь ачух хьун;появляться (об аппетите)
иштагьди тухун;иметь аппетит
иштагьди тухун;есть с аппетитом
иштагь авач;нет аппетита
иштагьди тухун тавун;не иметь аппетита
иштагьдалди тIуьн;есть с аппетитом
иштагь квахьун;терять аппетит
аниз физ зазни артух иштагь авач;туда ходить и у меня нет особого желания
аш вирида иштагьлувилелди тIуьна;плов все ели с аппетитом
иштирак авун;участвовать, принимать участие
иштираквал авун;участвовать, принимать участие
иштимаи кIвалахар;общественные работы
: нер ишун;сморкаться
июлдин;июльский, {июлдалди} до июля
июлдиз;в июле
июлдилай;с июля
июндин;июньский
июндалди;до июня
июндиз;в июне
июндилай;с июня
алава яз;вдобавок, дополнительно
гьакI ятIани;всё равно
гьинай ятIани;откуда-то
гьиниз ятIани;куда-то
ам зи руш я;она моя дочь
чи школадин директор атIа итим я;директором нашей школы является тот мужчина
абур кьуру гафар я;это пустые слова
я абатхийир хьайиди;обр. эй, счастливец!
я Аллагь;о Аллах
я гуж тахьайди;обр. о счастливая, везучая
я гуж тахьайди;избежавшая расправы, беды
я гуж хьайиди;обр. ах, несчастная, ах, проклятая
я гуж хьайиди;подвергшаяся расправе, попавшая в беду
я киф атIайди;обр. ах, несчастная, ах, потерявшая брата
я киф атIайди;отрезавшая косу
я кьарай атIайди;обр. о потерявший(ая) покой
я к1вал къени хьайиди;обр. эй, дом пусть твой богатым будет
я хва кьей кас;обр. несчастный
я хва кьей кас;потерявший сына
я хва текьей кас;обр. счастливец
я хва текьей кас;не потерявший сына
я хвайди;обр. дорогой, приятель
я тахьайтIа;или
я туш <туштIа>;или
я бала!;милое дитя!
я гада!;эй, юноша!
ам я заз улам туш, я ваз - муьгъ;он и мне не брод, и тебе не мост т.е. никчёмный
гьахъвал я цIа кудач, я вацIу тухудач;правда ни в огне не горит, ни в реке не тонет
я гьая, я пая;или совесть, или палка
я туш;или
я тахьайтIа;или
я тIаб, я тIиб!;или всё, или ничего, пан или пропал
я тIаб, я тIиб!;или запор, или сова
кицIиз япар атIайдахъай кичIе жеда;собака боится того, кто отрезал ей уши
япар кьама тун;подслушивать
ламран япар;чистец германский
ламран япар;ослиные уши
серкин япар;чуткие уши
сикIрен япар;.бот. сущ. сорт съедобных трав
шейтIандин япар;сердечные клапаны (два нароста на сердце)
яб <акалун, элягъун> гун;слушать
яб <акалун, элягъун> гун;слушаться
яб <акалун, элягъун> гун;проявлять заботу
сифте яб це, ахпа - жаваб;сперва послушай, потом отвечай
яб кьун;сообщать, извещать
яб тагун;не слушать кого-чего-л.
яб тагун;не слушаться
яб тагун;<перен>. не обращать внимания, не проявлять заботы
яб тагун;пропускать мимо ушей
яб тухун;надоедать (болтовнёй), прожужжать уши
яб це!;слушай!
япа(ра) цун;сообщать (кому-л. что-л.), уведомлять (кого-л. о чем-л.)
япай акъатун;утомить слух, оглушить (шумом, болтовнёй)
япай акъудун;надоедать (болтовнёй)
япал кIуф эцигна;на ухо
япал кIуф эцигна;по секрету
япалай авун;обращать внимание
япалай авун;слушаться
япалай(ни) тавун;пропускать мимо ушей чьи-л. слова
япалай(ни) тавун;не обращать внимания на кого-что-л.
япар акъажун;дёргать за уши, драть за уши
япар квай бармак;ушанка
япар вегьин;падать духом, унывать
япар <къягъун> кIанчIаларун;слушать очень внимательно, навострить уши, держать ухо востро, прясть ушами
япар хкажун;навострить уши, слушать очень внимательно
япар яру хьун;стыдиться, краснеть
япара памбагар тун;стараться не слушать, затыкать уши
япарал залан;тугой на ухо, глуховатый
япун кIвенкI;мочка
япун перде;барабанная перепонка
япун тIал;сущ.отит
япун чанах;ушная раковина
еке япар алай;ушастый, лопоухий
япар куьрс хьайи балкIандаллаз атана акъатна;приехал на вислоухом коне{
япар куьрс хьайи балкIандаллаз атана акъатна;япун} ушной
япун кьакь;ушная сера
ява керекул;развратник, ловелас
ява хьун;развратничать, распутничать
ява инсан;развратный человек
явавал авун;развратничать, распутничать
явавилик кутун;развращать
явавилик кутун;прививать разврат
явавилиз кьил ягъун;начинать вести развратный образ жизни
явакьанвал авун;шалопайничать, бездельничать
яргъи суьгьбетни кьий, яван хуьрекни;пусть пропадут пропадом длинный разговор и малокалорийная пища
яван авун;истощать (землю)
яван хьун;истощаться, становиться неплодородным, бедным (о почве)
яван фу;хлеб без закуски
яван хуьрек;малоколорийная пища
яван чил;истощенная земля
явандаказ фу тIуьн;есть хлеб всухомятку
яваш авун;замедлять, тормозить
яваш авун;<перен>. утихомиривать, усмирять
яваш хьун;становиться более медленным, замедляться
яваш хьун;<перен>. становиться слабым, слабеть
яваш кван;подожди-ка
яваш кван;помилуйте
яваш садра;погоди
яваш сесиналди мани лугьуз гатIунна;начал тихим голосом петь песню
яваш кьуьл;медленный танец
яваш камаралди;медленным шагом
яваш рахух: ина инсанар ксанва;говори тихо: здесь люди спят
яваш, зун вахъ галаз ахпа рахада;погоди, с тобой я потом поговорю!
явашвал авун;медлить, проявлять медлительность
явшандин;полынный
ишлетмад ягъ;касторовое масло касторка (слабительное)
зейтунд ягъ;оливковое масло
эфирдин ягъ;эфирное масло
ягъ ягъун;смазывать, промасливать, пропитывать маслом
ягъадин;смазочный
гигиниз ядай ягъ;колёсная мазь
тфенгдиз ядай ягъ;смазка для ружья, оружейное масло
ягъай вил акьун;замечать, обнаруживать
ягъай вил санитар руша акьуна;брошенный взгляд упал на санитарку
ягъай чIул;обтёсанное бревно
ягъай къван;обтёсанный камень, квадр
ягъалмиш хьун;ошибаться, запутываться, просчитываться
гзаф рахадай инсан фад-фад ягъалмиш жеда;кто много говорит, тот часто ошибается
ягъалмиш фикир;ошибочное суждение
ам вун ягъалмишариз алахънава;он хочет усыпить твою бдительность
зун шейтIанди ягъалмишарна;бес меня попутал
за дустуни икI ягъалмишарда лагьана фикирнавачир;я не думал, что друг так подведёт
ягъалмишвал авун;допускать ошибку, ошибаться, просчитываться, плошать
жуван ягъалмишвал заз ахпа чир хьана;свою ошибку я потом узнал
ягъидал гьалт тавуй;упаси бог наткнуться на злодея
ягъи суфат алай сад мад атана;пришёл ещё один с злодейским лицом
ягъиз-ягъиз ракъурун;насильно, с побоями посылать
ягъиз-ягъиз ракъурун;вогнать, вколотить напр., гвоздь
набататдин ягълу;растительное масло
ягълу хьуй!;пусть жирно будет!
ягълу хуьрек;жирное блюдо
ягънагъар авун;цацкаться, церемониться, возиться, проявлять излишнюю мягкость (к кому-л.)
адахъ галаз ягънагъар авун герек авайди туш;с ним церемониться не надо
гъуьлягъди ягъайдаз кашудихъай кичIе жеда;ужаленный змеёй боится верёвки (<соотв> пуганая ворона куста боится)
чIижери пис яда;пчёлы жалят больно
жанавурди хипериз кIасар янава;волк покусал овец
начагъдаз раб яна;больному сделали укол
ягъай къван;квадр, тёсаный камень
ягъиз тежедай къван кьун;браться за непосильное дело
лаш ягъун;бить, избивать палкой
ада зун къванцел яна;он ударил меня камнем
пелез тIампIар ягъун;щёлкать по лбу
ядай гьер;бодливый баран
гада балкIанди кIурарив яна;юношу лошадь лягнула
хъархъутар цIайлапанди яна;в ореховое дерево ударила молния
бегьер хару яна;урожай градом побило
сариз тIвал ягъун;взбивать шерсть прутьями
гъуьлягъди яна;змея ужалила
гардан ягъун;обезглавить, отрубить голову
ада, итим ягъна, цIувад йис дустагъ чIугуна;он просидел пятнадцать лет в тюрьме за убийство человека
вич Аллагьди ягърай!;да умертвит его Аллах!
гъуьрчехъанди къуьр яна;охотник застрелил зайца
художникди шикил язава;художник рисует картину
устIарди полдиз шир яна;мастер покрасил пол
хирез дарман ягъун;мазать рану лекарством
суса чиниз крем язава;невеста мажет лицо кремом
къелечиди кварциз къеле язава;лудильщик лудит кувшин
камар ягъун;мерить шагами
чипIер ягъун;измерять пядями
юкI ягъун;мерить аршином
жанавурди къув язава;волк воет
тфенг яна;выстрелил из ружья
уьфт ягъун;свистеть
ламра ар ягъзава;осёл орёт
яцра бугь ягъзава;бык ревёт
вечре къакъра ягъзава;курица квохчет
къукъу ягъун;ворковать
аялди тиршер ягъзава;ребёнок чихает
уьгьуь ягъун;кашлять
гадади къад тарцин пуназ пер ягъна;мальчик окопал двадцать деревьев
картуфриз керки ягъун;мотыжить картошку
хандакI ягъун;рыть траншею, канаву, фундамент
какайриз тIур ягъун;взбивать яйца
ястухдиз кек ягъун;взбивать подушку
тахтадиз мих яна;вколотил гвоздь в доску
кIун ягъун;забивать клин
чилиз хак ягъун;вбивать кол в землю
векьер ягъун;косить траву
гила виринра къуьлер комбайнидал язава;теперь везде хлеб убирают комбайном
кьамар ягъун;стричь голову
кIарас ягъун;обтёсывать дерево
къван ягъун;тесать камень
тахтадиз ранда яна;выстрогал доску
гадади далдам язава;мальчик играет на барабане
руша мани язава;девушка поёт песню, {уьфтуьнал макьам язава} насвистывает мелодию
шурпадиз тагъ яна;в суп добавили поджарку
кьел ягъун;солить
вири малар парахдиз яна;весь скот загнали в загон
кал жунгаврдик ягъун;случать корову с быком
са вишер ядани?;выпьем по сто грамм?
ада къач язавай хьтинди я;кажись, он марихуану курит
дакIарриз пердеяр ягъна;занавесили окна
цлал бубадин шикил ягънава;на стене висит портрет отца
афиша ягъун;повесить афишу
къавуз ракь ягъна;покрыли крышу железом
къванциз хал ягънава;камень покрылся мхом
вири рекьиз жив янава;всю дорогу замело снегом
жанг ягъун;индеветь, покрываться инеем
муьрхъ ягъун;покрываться ржавчиной, ржаветь
квак ягъун;покрываться куколками, червиветь (о мясе и т.п.)
багъдай яна фена;пошёл через сад
къвалавай яна фена;прошёл мимо
къвалавай яна фена;на
машиндиз яна хкана;привезли на машине
ви ягъун аялдинди я;твой удар детский
ягъуниз акъудна;присудили к расстрелу
ягь авачир ягьсуз;бессовестный тип
ягьанат авун;глумиться, измываться, высмеивать, насмехаться (над кем-чем-л.)
ягьанат квай хъуьруьн;иронический смех
ягь-намус квачир;бессовестный
ам ягьсурин ягьсуз я;он наглец из наглецов
ягьсуз хьун;терять совесть, стыд, наглеть, хаметь
ягьсуз кас;наглец, нахал
ягьсузвал авун;проявлять наглость, бесстыдство
ягьсузвал квай;наглый
яд - хуьлерай, фу -хуьрерай;воду пьёт из канавок, хлеб ест в гостях (о человеке, который часто ходит в гости)
кьери яд;моча
цIаран яд;слюнки
адан сивяй цIаран яд авахьзава;у него потекли слюнки, разыгрался аппетит (при виде съедобного)
вацIал тухвана яд тагана хкун;провести, обмануть
вацIал тухвана яд тагана хкун;повести на реку, не дав попить, вернуть обратно
кIаникай яд ракъурун;обвести вокруг пальца
кIаникай яд ракъурун;под низом воду пропустить
кьилиз яд чимун;приводить к смерти, утрате, исчезновению (кого-чего-л.)
яд хьиз (чирун);назубок (выучить)
яд хьуй ви вилер!;чтоб ты ослеп!
яд хьуй ви вилер!;глаза твои пусть будут водой!
цел фин;ходить за водой, ходить по воду
цик кутун;окунуть, положить в воду
цик кутун;солить, мочить
афнияр цик кутун;солить огурцы
ичер цик кутун;мочить яблоки
келемар цик кутун;квасить капусту
цяй авун;выполоскать слегка, пополоскать
яд алачир яракь;слабохарактерный, вялый человек, мямля
яд алачир яракь;незакаленное оружие
яд атIай регъв хьиз;непривычно тихо
яд атIай регъв хьиз;как мельница, к которой перекрыли подачу воды
яд галачир регъв;что-л. бесполезное, несообразное
яд галачир регъв;мельница без воды
яд гун;поить
яд гун;поливать, орошать
яд гун;закалять железо, сталь
яд гун;покрывать, наносить на поверхность тонкий слой (чего-л.)
яд гун;перен. превосходить, опережать
къизилдин яд гун;позолотить
гимишдин яд гун;посеребрить
къе за виш метридиз чамарра виридаз яд гана;сегодня я опередил всех в беге на сто метров
яд иличай хьиз;тихо, молча, в безмолвии
вири яд иличай хьиз ацукьнавай;все сидели молча
яд фидай патахъ пер ягъун;не придерживаться собственных принципов, поступать как все
яд фидай патахъ пер ягъун;вскапывать там, куда течет вода
яд чIугвадай лит;терпеливый, выносливый человек
яд чIугвадай лит;влаговпитывающий войлок
яд хьун;сильно вспотеть, пропотеть
яд хьун;<перен>. пропасть без следа, затеряться, потеряться бесследно
яд хьун;растаять
яд хьун;испортиться
хъвадай яд;питьевая вода
дигидай яд;поливная вода
къуйдин яд;колодезная вода
марфадин яд;дождевая вода
гьуьлуьн яд;морская вода
ргай яд;кипячёная вода
кьелен яд;солёная вода{
кьелен яд;яд акьалтун}
кьелен яд;появиться - о воде на поверхности
кьелен яд;потоп
цуьвериз яд гун;поливать цветы
цик квай чилер;поливные земли
яд уьлкве;зарубежная страна
яд уьлквейра чакай гьихьтин фикирар ава?;что думают о нас в зарубежных странах?
яд хьун;отчуждаться, портиться (об отношениях)
инал яд ксар алач;здесь чужие люди не присутствуют
яд хьиз чир хьун;выучить назубок, выучить очень хорошо, основательно, наизусть
им салаз яд гун туш, им халис ядалан я;это не полив огорода, это настоящее наводнение
ада куьгьне ктаб хизандин ядигар яз хуьзвай;он хранил старую книгу как семейную реликвию
ядкъадридин сив кьун;закрывать пасть ядкадри (гость при входе в комнату проводил рукой по верхнему краю кувшина с водой и сжимал пальцы в кулак)
ядранда пачагь жедалди, ватанда лукI хьун хъсан я;лучше быть рабом на родине, чем царём на чужбине
яд -сел хьуй!;пропади оно пропадом!
и язухдиз са куьмек це;помоги этому бедняге
язух атун;жалеть
язух атун;смиловаться, щадить
язух чIугун;сострада́ть, жалеть, болеть сердцем
язухди кун;сжалиться, сочувствовать
адан язух къведай акунри зи рикI чIулаварна;его жалкий вид омрачил моё сердце
ам язух къведай гьалда ава;он в плачевном состоянии
квез чи язух ша;пожалейте вы нас
белки бубадиз зун язух къвен;может отец пожалеет меня
ам есирриз язухвилелди килигна;он жалостливо посмотрел на пленных
за ам етимрин язухдай авур кар я;я это сделал из жалости к сиротам
кесиб, «як» лагьайла, яру ямахдиз килигда;бедняк при слове «мясо» посмотрит на красную заплату
як куькди хьайила, шурпадини вилер экъисда;когда мясо жирное, и суп таращит глаза (т.е. на поверхности появятся жирные разводы)
вечрен як;курятина
уьндуьшдин як;индюшатина
къазран як;гусятина
бадбаддин як;утятина
лапагдин як;баранина
малдин як;говядина
данадин як;телятина
балкIандин як;конина
вакIан як;свинина
севрен як;медвежатина
къуьрен як;зайчатина, крольчатина
як квай;мясной
як квай хуьрекар;мясные блюда
як къеневай хинкIар;пельмени
як кьун;жиреть, поправляться
як кьун;<перен.> возгордиться, важничать
якни чукIул хьун;враждовать, быть на ножах
як пайзавайбур;влиятельные люди
як пайзавайбур;раздающие мясо
як регъведай машин;мясорубка
таза як;свежее мясо
чрай як;жареное мясо
ргай як;варёное мясо
кьурай як;сушёное (вяленое) мясо
хурун як;грудинка
куьк як;жирное мясо
яхун як;постное мясо
якIун;мясной
як квай яц;упитанный бык
гатай як;рубленое мясо, фарш
якъадашвал авун;исполнять обязанности шафера
якъалд(ар) авун;опрокидывать, переворачивать
якъалд(ар) хьун;опрокидываться, переворачиваться
якъинда вуч хьанатIа, садазни чизвач;что было в действительности, никто не знает
якъин авун;удостоверять, подтверждать, свидетельствовать
якъин хьун;удостоверяться, подтверждаться
якъин, ам гьахьтин инсан я;действительно, он такой человек
якъутдин;яхонтовый
якъутдин япагьанар;яхонтовые серьги
якIа-чIарчIе хьун;полнеть, тучнеть, быть в теле
якIун тум;топорище
якIун афар;чуду с мясом
якIун <гуьрзеяр> пичIекар;пельмени
якIун тIветI;мясная муха
якIун цаз;сухая мозоль
кьама ялар авайди;зазнайка, высокомерный, заносчивый человек
нефсинал ял алайди;жадный, алчный, ненасытный человек
са къвала ял аваз;нехотя, неохотно
ял акъадарун;передыхать, переводить дух, отдыхать (кратковременно)
ял кваз хьун;дуться, обижаться, не выказывая внешне своей обиды
ял кьун;тяжело дышать, задыхаться
ял кьун;<перен>. молчать
ял тун;надувать, накачивать воздух
ял тун;<перен>. дуться, обижаться
ял ягъдай югъ;выходной день, выходной
ял ягъун;отдыхать, переводить дух
школьникар гьар гатуз ял ягъиз лагерриз физва;каждое лето школьники ездят в лагеря отдыхать
ял ялцихъ текъвез;впопыхах, в спешке
ял тунвай шар;надутый шар
ял китканвай чин;одутловатое лицо
азарлудан кIвачерик ял киткизва;ноги у больного затекают
ша чна са гъвечIи ял ягъин;давайте отдохнем немного
тупуни ял ахъайзава;мяч спускает воздух
ял агалтнавай як;мясо с душком
чиниз пис ял галай залан гьава ягъна;в лицо повеяло зловонным тяжёлым воздухом
бабли ял агалтун;пахнуть плесенью
ял авун;тянуть, тащить, вытаскивать
ял авун;<перен>. стараться{
ял авун;ам, вичин нефсинихъ ял тийиз, виридан хийир патал алахънава} он старается не ради своей выгоды, а для всеобщего блага
цIун ялавар;языки пламени
ялавар акъатиз кун;пылать
барутдин ялав;вспышка пороха
ялавлу авун;воспламенять, разжигать, раздувать
ялавлу инкъилабчи;пламенный революционер
ялавлу рахунар;пламенная речь, {ялавлу шиирар} пламенные стихи
ялавлувилин;пламенный (в прям. и перен. знач.)
ялакь инсан;высокомерный человек
ялакь амалар;заносчивые выходки
ялакьвал адан ивидик квайди я;высокомерие у него в крови
цIийи директорди вич ялакьвилелди тухузва;новый директор ведёт себя высокомерно
лавгъасузвал авун;скромничать, проявлять скромность
ялакьсузвал квай;скромный
яланчи инсан;лживый человек
яланчивал авун;проявлять лживость
ялар кутун;ставить банки больному
ялар хьун;заболеть на почве переживаний (по какому-л. поводу)
ялвар авун;настоятельно просить, умолять
ялгъуз тар тама тахьуй!;одинокого дерева и в лесу пусть не будет!
ялгъуз хьун;оставаться одиноким
ам къерехдихъ ялгъуз акъвазнавай;он стоял одиноко в сторонке
зун ялгъузвиликай куьцIенва;меня тяготит одиночество
икьван инсанар авай дуьньяда ада вич ялгъуздаказ гьиссзава;в таком многолюдном мире он чувствует себя одиноко
ваз ялна пуд ягъзава;тебе ставлю тройку с натяжкой
ялтан хьуй!;чтоб голова кругом пошла!
ялтан кIарас;эфедра (лекарство от астмы, отечности и простуды: кусок дерева отваривают, а затем парят больные места)
ялтах инсандай вуч хьайитIани акъатда;льстивый человек на всё способен
ялтахвал авун;льстить, подхалимничать, заискивать
яман хьун;заражение крови
ян гун;клониться, пригибаться
ян гун;давать крен, крениться
симинтара са патахъ ян ганва;электрический столб накренился набок
цIвелин тарци гарал ян гузва;ива колышется на ветру
яндин <янан;{> гъал} уточная нить
ян вегьин;проводить уток между нитками основы (ковра)
вун ян атанач?;ты почему не пришёл?
ви мурад зун инай хъфин ян?;ты хочешь, чтобы я ушёл отсюда?
январдиз;в январе, {январдалди} до января
январдилай;с января {январдин} январский
январдин муьгьлетар;январские каникулы
ваз чи къайдаяр бегенмиш яни?;тебе нравятся наши порядки?
мехъерик вири хтанвай, яни мукьвабур, дустар, кIвалахдин юлдашар;на свадьбу приехали все, то есть родственники, друзья и товарищи по работе
емишар, яни ичер, чуьхверар;фрукты, то есть яблоки, груши
яни вун ана авачир, тушни?;то есть тебя там не было, да?
яни зи тахсир я ман?;то есть моя в том вина?
яншах хьун;вести себя непристойно, неприлично
яншах ихтилатар;непристойные разговоры
яп авун;ковылять, ходить вперевалку
рушан япарихь къизилдин япагьанар гала;у девушки в ушах золотые серьги
япалухвал авун;проявлять неряшливость
япатI кицI квахьнава;потерялась корноухая собака
гьа и арада аквада сикIрез япаш;в это время увидела лиса зайца
япунжидал инлай-анлай чигедин стIалри цIарцIар гузвай;на бурке местами блестели росинки
яр гекъифун;рдеть, зарумяниться
яр ягъун;алеть
шаркьдихъай цавуз яр яна;на востоке небо заалело
ярни лаз какахьна;красный цвет вперемешку с белым
экуьн ярар;утренняя заря
нянин ярар;вечерняя заря
цавун кьилиз экуьн ярар ягъзава;на краю неба разгорается утренняя заря
гъиле кузвай ярар аваз жегьилар хуьруьн куьчейра къекъведай;молодежь с горящими факелами ходила по улицам села
зар - заргардиз, цуьквер - ярдиз;золото - ювелиру, цветы - возлюбленной
ярдикай яргъалди рахаз кIан жеда;о любимой хочется говорить долго
кереста мегъуьн ярдикай ийида;изделие делают из сердцевины дуба
яраб адаз хабарначир жал?;неужели ему не сообщили?
яраб, ада лугьузвайди вуж ятIа;интересно, о ком он говорит
ярабаллагь ам за гьинал эцигнайтIа?;куда же я его поставил?
гъиле яракь кьун;браться за оружие
яракь гвай;вооружённый
яракь вахчун;обезоружить
тиядин яракь;холодное оружие
гуьлле ягъдай яракь;огнестрельное оружие
яракьдин;оружейный
шаирдихъ, гафунилай гъейри, гъахъсузвал русвагьдай маса яракь авачир;у поэта, кроме слова, не было другого средства борьбы с несправедливостью
яракьламиш хьун;вооружаться, милитаризироваться
яракьлу къуватар;вооружённые силы, армия
яракьлу восстание;вооружённое восстание
яракьсуз авун;разоружать, демилитаризовать
яракьсуз хьун;разоружаться, демилитаризоваться
ярамаз инсан;негодный человек
ярамиш хьун;годиться, подходить (для кого-чего-л.)
картуфар цаз ярамиш чилер;земли, пригодные для выращивания картофеля
ярамиш кар;подходящее дело
ярамиш тир;подходящий, подобающий
ярамиш тушир;непригодный
са куьнизни ярамиш тушир кас;никуда не годный человек, шантрапа
ярар атун;болеть корью
яратмиш авур кас;бог
жегьилрин яратмишунар;творчество молодых
яратмишунардай интеллигенция;творческая интеллигенция
ярашугъ хьун;подходить, приличествовать, соответствовать
ярашугъ затI;подходящая вещь
гатфарин ярашугъар рагъни цуьквер я;солнце и цветы - атрибуты весны
ярашугъ;I
яргъ алай;вытянутый в длину, продолговатый, удлинённый
яргъ алай чин;продолговатое лицо
яргъа авун;удалять, устранять
яргъа хьун;удаляться, устраняться
цIувайни вацIувай яргъа хьухь;держись подальше от огня и реки
яргъа мукьвакьилияр;дальние родственники
яргъа цIаяр кузвай;вдали горели огни
Аллагьди яргъазрай!;упаси Аллах!
Аллагьди яргъазрай!;не дай бог!
яргъаз авун;отдалять (от кого-чего-л.)
яргъаз хьун;сторониться кого-чего-л.
яргъаз хьун;бояться, остерегаться
хиялри ам яргъаз тухузвай;мечты его уносили вдаль
сив квай папавайни цицIибар галай вечревай Аллагьди вичи яргъазрай!;упаси Аллах от языкастой женщины и курицы с цыплятами (<ирон> )
мугьман яргъай атанва;гость приехал издалека
яргъал мирес;дальний родственник
яргъал фин;тянуться, длиться
яргъал вегьин <чIугун>;тянуть, откладывать, складывать в долгий ящик
яргъал рехъ;дальняя дорога
ада яргъал йисара чи хуьре муаллимвал авунай;он долгие годы работал учителем в нашем селе
дестедикай хкечIна, яргъал хьиз акъвазна;отошёл от группы и стоял поодаль
яргъалай акурди я;видел издалека
куьз ятIани ам яргъалди киснавай;почему-то он долго молчал
яргъандин чин;пододеяльник
сар авай яргъан;шерстяное одеяло
кIвачерал яргъан вегь;накинь на ноги одеяло
яргъара авайди;находящийся вдали, на чужбине
кIвализ ламинат яргъеба ягъ;уложите ламинат в длину комнаты
цIил яргъиди хъсан я, ихтилат куьруьди;верёвка длинная хороша, разговор - короткий
хъуьт1уьз йикъар куьруь, йифер яргъи жеда;зимой дни становятся короткими, ночи - длинными
яргъи рахунар тавуна;без лишних слов
гъил яргъиди;щедрый человек
гъил яргъиди;вороватый человек
мез яргъиди;болтливый человек
ви уьмуьр яргъи хьуй!;да продлится жизнь твоя!
яргъи авун;удлинять, приращивать
яргъи авун;простирать
гъилер яргъи авун;простирать руки
гъил яргъи авун;воровать
гъил яргъи авун;руку длинной делать
яргъи хьун;удлиняться, становиться длинным
яргъи хьун;вырастать, вытягиваться
яргъи хьун;<перен>. ложиться, распластаться
яргъи хьун;растягиваться на чём-л.
яргъи хьана къаткун;лежать в растяжку
кьейи амалариз, сикI чилел яргъи хьана;притворившись мёртвой, лиса растянулась на земле
яргъи югъди;день-деньской, с утра до вечера, целый день
яргъи мез хьун;быть многоречивым, многословным, резонёром
яргъи мез хьун;иметь длинный язык
яргъи чIарар авай руш;девушка с длинными волосами
гуьтIуь яргъи жижим;узкая длинная дорожка
